Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals,Sustainability_Goals_Segment,Engagement Impact Score,Unrenewable Energy (MWh),Energy Tax,Carbon Tax,Carbon Emissions relative to industry average (%),Water Usage relative to industry average (%),Energy Consumption relative to industry average (%),Waste Generation relative to industry average (%),Energy Tax difference from industry average ($),Carbon Tax difference from industry average ($),Renew-Energy difference from industry (%),Recycling Rate difference from industry (%),Eco-friendly Product Lines difference from industry (%),Sustainable Packaging Initiatives difference from industry,Investment amount difference from industry average ($)
7750.0,Company_7750,Electronics,27368.0,953401.0,39290.0,23192.0,54.49,76.0,Public Transport,25.25,Yes,44.0,Quarterly,34.02,4441496.0,Yes,97.0,0.0,0.78,High,220.00000000000003,29369.275,6514.105195,1368.4,7.782375152566442,86.18057397267013,51.04785253995654,80.41125102281455,3353.1834483839175,98.80467139175266,-20.082010309278353,4.953273195876292,-9.72570876288659,-2.9362113402061856,1920091.5388292787
7755.0,Company_7755,Electronics,46281.0,951217.0,19603.0,22176.0,37.14,70.0,Bike,40.42,Yes,59.0,Quarterly,79.84,4281077.0,Yes,92.0,3.0,0.94,High,156.0,11679.4674,2590.50586932,2314.05,82.26673868883103,85.75408147522539,-24.637540001507556,72.50775710080785,-570.4158772960827,1044.4546713917528,-4.912010309278351,-12.396726804123709,36.09429123711341,0.06378865979381443,1759672.5388292787
7756.0,Company_7756,Electronics,13711.0,683839.0,22808.0,3107.0,31.09,95.0,Walking,71.87,No,87.0,Bi-annually,12.71,2420463.0,No,86.0,1.0,0.53,Medium,99.0,6415.890399999999,1423.0444907199999,685.55,-46.002479329259046,33.54038597074764,-12.316125713124745,-75.83055549638303,-1737.8772558960827,-584.0453286082475,26.537989690721652,-18.44672680412371,-31.035708762886593,-1.9362113402061856,-100941.46117072133
7772.0,Company_7772,Electronics,30791.0,749838.0,17206.0,7594.0,68.3,44.0,Bike,44.1,Yes,67.0,Quarterly,72.0,3871974.0,Yes,60.0,4.0,0.01,Low,90.0,9618.154,2133.3065572,1539.55,21.263048572152634,46.42870022846529,-33.852650781305876,-40.92605035067033,-1027.6151894160826,269.9546713917525,-1.2320103092783512,18.763273195876288,28.254291237113407,1.0637886597938144,1350569.5388292787
7777.0,Company_7777,Electronics,33721.0,967568.0,28351.0,14902.0,74.24,42.0,Walking,71.9,Yes,87.0,Annually,55.36,1871188.0,Yes,82.0,1.0,0.12,Low,94.0,7966.6309999999985,1766.9987557999996,1686.05,32.80215845219574,88.94711207308205,8.993577687969148,15.92309687573226,-1393.922990816083,416.4546713917525,26.567989690721653,24.703273195876285,11.614291237113406,-1.9362113402061856,-650216.4611707213
7784.0,Company_7784,Electronics,19565.0,202724.0,1610.0,1925.0,21.91,95.0,Public Transport,45.98,Yes,87.0,Quarterly,35.81,3671889.0,Yes,56.0,4.0,0.74,High,64.0,869.7220000000001,192.90433960000001,978.25,-22.947889145719,-60.41196655128789,-93.81045959304328,-85.02536830722154,-2968.0174070160824,-291.3453286082474,0.6479896907216443,-27.62672680412371,-7.935708762886591,1.0637886597938144,1150484.5388292787
7795.0,Company_7795,Electronics,37044.0,816766.0,22675.0,4047.0,64.17,60.0,Walking,70.91,No,72.0,Bi-annually,30.22,1689689.0,No,53.0,2.0,0.62,High,74.0,6596.157500000001,1463.0277335000003,1852.2,45.889005596012545,59.498430021954974,-12.827435572829868,-68.51826781263665,-1697.8940131160823,582.6046713917526,25.577989690721644,14.633273195876292,-13.525708762886595,-0.9362113402061856,-831715.4611707213
7801.0,Company_7801,Electronics,11175.0,533551.0,30889.0,16350.0,49.27,82.0,Bike,20.66,Yes,37.0,Bi-annually,29.24,2176801.0,Yes,82.0,2.0,0.51,Medium,222.00000000000003,24507.3326,5435.72637068,558.75,-55.989913682770755,4.192078069660222,18.7507538077556,27.187131520481977,2274.804624063918,-710.8453286082474,-24.672010309278352,-0.26672680412370653,-14.505708762886595,-0.9362113402061856,-344603.46117072133
7815.0,Company_7815,Electronics,12585.0,888243.0,43140.0,1655.0,77.15,51.0,Public Transport,35.58,No,93.0,Bi-annually,20.48,3369142.0,Yes,64.0,4.0,0.33,Low,69.0,27790.788000000004,6163.996778400001,629.25,-50.43696319442237,73.45649057134032,65.84892742615742,-87.12570625893592,3003.0750317839183,-640.3453286082474,-9.752010309278354,27.613273195876296,-23.265708762886593,1.0637886597938144,847737.5388292787
7816.0,Company_7816,Electronics,16717.0,679131.0,9548.0,2512.0,61.11,85.0,Public Transport,70.19,Yes,49.0,Annually,20.32,1575389.0,No,63.0,5.0,0.0,Low,129.0,2846.2588,631.30020184,835.85,-34.1640614796312,32.621005623691865,-63.293334282221814,-80.45907801960546,-2529.6215447760824,-433.7453286082474,24.857989690721645,11.57327319587629,-23.425708762886593,2.0637886597938144,-946015.4611707213
7818.0,Company_7818,Electronics,5394.0,691713.0,16858.0,9010.0,62.39,91.0,Car,12.69,No,37.0,Annually,30.83,429998.0,Yes,51.0,2.0,0.03,Low,138.0,14718.719799999999,3264.6120516399997,269.7,-78.75701068499914,35.07802421474026,-35.19051417361702,-29.910944648346018,103.69030502391706,-999.8953286082474,-32.642010309278355,12.853273195876291,-12.915708762886595,-0.9362113402061856,-2091406.4611707213
7824.0,Company_7824,Electronics,15163.0,641212.0,23271.0,4656.0,54.42,66.0,Walking,25.87,Yes,78.0,Quarterly,28.38,3167737.0,No,57.0,3.0,0.18,Low,73.0,17250.7923,3826.22573214,758.15,-40.284121805087516,25.216166333120864,-10.536152291745262,-63.78083887710312,665.3039855239176,-511.44532860824745,-19.46201030927835,4.883273195876292,-15.365708762886594,0.06378865979381443,646332.5388292787
7825.0,Company_7825,Electronics,24159.0,640772.0,49347.0,15739.0,35.29,84.0,Walking,12.07,Yes,50.0,Annually,70.18,1112836.0,No,99.0,5.0,0.32,Low,198.0,43390.8171,9624.08323278,1207.95,-4.855510036873258,25.130242936199764,89.71133569074155,22.434144526046843,6463.161486163917,-61.64532860824738,-33.26201030927835,-14.24672680412371,26.434291237113413,2.0637886597938144,-1408568.4611707213
7831.0,Company_7831,Electronics,6241.0,717527.0,40685.0,3912.0,43.06,79.0,Walking,60.36,Yes,58.0,Bi-annually,36.64,4143789.0,No,54.0,5.0,0.31,Low,93.0,16127.534,3577.0870412,312.05,-75.42130212923242,40.118993687743234,56.41083941430725,-69.56843678849384,416.16529458391733,-957.5453286082475,15.027989690721647,-6.476726804123707,-7.105708762886593,2.0637886597938144,1622384.5388292787
7835.0,Company_7835,Electronics,39671.0,545646.0,19996.0,11677.0,47.13,94.0,Bike,27.49,Yes,88.0,Quarterly,47.88,1144179.0,No,57.0,3.0,0.6,Medium,65.0,14499.099600000001,3215.90029128,1983.55,56.23482186047439,6.553995082752767,-23.126677032604455,-9.164273103078406,54.978544663917546,713.9546713917525,-17.842010309278354,-2.406726804123707,4.134291237113409,0.06378865979381443,-1377225.4611707213
7843.0,Company_7843,Electronics,12229.0,356026.0,17543.0,2708.0,40.56,75.0,Walking,53.65,No,48.0,Bi-annually,72.0,576230.0,Yes,94.0,3.0,0.35,Low,196.0,8131.1805,1803.4958349,611.45,-51.838984736161386,-30.47508338129092,-32.55707617438387,-78.93438824724983,-1357.4259117160825,-658.1453286082474,8.317989690721646,-8.976726804123707,28.254291237113407,0.06378865979381443,-1945174.4611707213
7844.0,Company_7844,Electronics,21768.0,871170.0,43061.0,23131.0,25.77,83.0,Public Transport,13.76,Yes,38.0,Quarterly,20.58,2827411.0,Yes,70.0,6.0,0.17,Low,184.0,37135.806399999994,8236.72185952,1088.4,-14.271896290519354,70.12246749035405,65.54521705836265,79.93673022631612,5075.800112903917,-181.19532860824734,-31.572010309278355,-23.76672680412371,-23.165708762886595,3.0637886597938144,306006.53882927867
7855.0,Company_7855,Electronics,16047.0,149003.0,30735.0,22846.0,30.51,67.0,Walking,36.15,No,61.0,Bi-annually,74.29,3126599.0,Yes,75.0,4.0,0.83,High,123.0,19624.2975,4352.6691855,802.35,-36.802697527286114,-70.90262747401171,18.158710812307564,77.71970683283983,1191.7474388839173,-467.2453286082474,-9.182010309278354,-19.026726804123708,30.544291237113413,1.0637886597938144,605194.5388292787
7864.0,Company_7864,Electronics,10429.0,724653.0,36556.0,5528.0,69.69,67.0,Car,33.42,No,34.0,Annually,44.19,2553081.0,Yes,93.0,1.0,0.18,Low,274.0,24338.9848,5398.386828639999,521.45,-58.9278577000104,41.510562156969975,40.537167153236226,-56.99752519601075,2237.4650820239167,-748.1453286082474,-11.912010309278351,20.153273195876288,0.44429123711340424,-1.9362113402061856,31676.538829278667
7867.0,Company_7867,Electronics,16691.0,887966.0,23905.0,9361.0,57.7,52.0,Public Transport,40.17,Yes,71.0,Bi-annually,17.24,2622048.0,Yes,97.0,1.0,0.05,Low,137.0,14302.361499999999,3172.2637806999996,834.55,-34.26645631133125,73.40239788736955,-8.098780479316337,-27.18050531111732,11.342034083917042,-435.0453286082475,-5.162010309278351,8.163273195876293,-26.505708762886595,-1.9362113402061856,100643.53882927867
7868.0,Company_7868,Electronics,49445.0,708624.0,35731.0,1826.0,26.68,76.0,Car,59.86,No,79.0,Annually,23.8,245611.0,No,98.0,5.0,1.0,High,124.0,14342.423400000001,3181.1495101200003,2472.25,94.7274020541745,38.38041186322377,37.36550824905032,-85.79549222285014,20.227763503917686,1202.6546713917526,14.527989690721647,-22.85672680412371,-19.945708762886593,2.0637886597938144,-2275793.4611707213
7870.0,Company_7870,Electronics,43708.0,325817.0,23583.0,4211.0,25.03,70.0,Bike,65.92,Yes,53.0,Annually,20.34,4422193.0,Yes,90.0,3.0,0.06,Low,170.0,8037.0864,1782.62576352,2185.4,72.13358861328464,-36.37431042126716,-9.336688560707685,-67.24250698270644,-1378.2959830960826,915.8046713917527,20.58798969072165,-24.50672680412371,-23.405708762886594,0.06378865979381443,1900788.5388292787
7876.0,Company_7876,Electronics,39790.0,644308.0,17243.0,2801.0,33.01,81.0,Car,45.72,Yes,98.0,Quarterly,34.24,3288873.0,No,52.0,3.0,0.2,Low,53.0,9359.5004,2075.9371887200004,1989.5,56.703475128639965,25.82075459872934,-33.71040668499693,-78.210938508326,-1084.9845578960822,719.9046713917526,0.38798969072164624,-16.52672680412371,-9.505708762886592,0.06378865979381443,767468.5388292787
7880.0,Company_7880,Electronics,14935.0,525651.0,26373.0,3510.0,22.9,65.0,Public Transport,16.61,Yes,31.0,Annually,13.67,2901181.0,Yes,77.0,4.0,0.91,High,248.0,21992.444700000004,4877.924234460001,746.75,-41.18204571384172,2.6493625340313582,1.389285187993734,-72.69560662771303,1717.002487843918,-522.8453286082474,-28.722010309278353,-26.63672680412371,-30.075708762886592,1.0637886597938144,379776.53882927867
7892.0,Company_7892,Electronics,15530.0,59364.0,2685.0,12759.0,23.16,89.0,Public Transport,50.25,Yes,73.0,Annually,39.64,4677020.0,No,79.0,3.0,0.24,Low,108.0,1335.7875,296.2776675,776.5,-38.83877937301386,-88.40737151176306,-89.67769193001315,-0.7473632373192929,-2864.6440791160826,-493.0953286082474,4.917989690721647,-26.37672680412371,-4.105708762886593,0.06378865979381443,2155615.5388292787
7897.0,Company_7897,Electronics,15439.0,907926.0,39499.0,12735.0,74.98,47.0,Walking,28.61,No,75.0,Quarterly,56.22,2542797.0,No,98.0,0.0,0.16,Low,131.0,28198.3361,6254.39094698,771.95,-39.197161283964,77.30019562042678,51.851339462350296,-0.934059944138349,3093.4692003639175,-497.6453286082474,-16.722010309278353,25.443273195876294,12.474291237113405,-2.9362113402061856,21392.538829278667
7906.0,Company_7906,Electronics,18217.0,578946.0,33131.0,9512.0,56.74,72.0,Car,74.25,No,31.0,Bi-annually,30.66,4740714.0,No,88.0,1.0,0.02,Low,284.0,8531.2325,1892.2273684999998,910.85,-28.256667343090363,13.056833986099747,27.3699771570705,-26.005871864047425,-1268.6943781160828,-358.7453286082474,28.917989690721647,7.203273195876292,-13.085708762886593,-1.9362113402061856,2219309.5388292787
7921.0,Company_7921,Electronics,48359.0,733112.0,41105.0,18662.0,62.28,45.0,Public Transport,47.58,No,80.0,Annually,14.52,1268639.0,No,96.0,2.0,0.83,High,120.0,21547.241,4779.1780538,2417.95,90.45044869931893,43.16243946277815,58.02550212916553,45.17224761071772,1618.2563071839177,1148.3546713917524,2.2479896907216457,12.743273195876291,-29.225708762886594,-0.9362113402061856,-1252765.4611707213
7922.0,Company_7922,Electronics,4791.0,44197.0,29749.0,23137.0,51.61,47.0,Car,24.92,No,65.0,Annually,16.0,2038869.0,No,64.0,4.0,0.18,Low,98.0,22335.549199999998,4954.024812559999,239.55,-81.13178312788855,-91.36919005972292,14.368097867425988,79.98340440302088,1793.1030659439166,-1030.0453286082475,-20.41201030927835,2.0732731958762898,-27.745708762886593,1.0637886597938144,-482535.46117072133
7927.0,Company_7927,Electronics,3951.0,909733.0,7259.0,9088.0,33.49,59.0,Walking,65.83,No,87.0,Annually,23.23,2265973.0,Yes,88.0,4.0,0.11,Low,101.0,2480.4003,550.15278654,197.55,-84.43992384435143,77.65306738914593,-72.09324607819943,-29.304180351184083,-2610.7689600760827,-1072.0453286082475,20.497989690721646,-16.046726804123708,-20.515708762886593,1.0637886597938144,-255431.46117072133
7935.0,Company_7935,Electronics,40488.0,489236.0,31578.0,13714.0,53.49,56.0,Car,43.13,No,52.0,Annually,44.88,4841746.0,Yes,62.0,3.0,0.45,Medium,119.0,17958.4086,3983.1750274799997,2024.4,59.4523825335103,-4.461774963427511,21.399569547130252,6.681609888188982,822.2532808639171,754.8046713917527,-2.20201030927835,3.9532731958762923,1.134291237113409,0.06378865979381443,2320341.5388292787
7944.0,Company_7944,Electronics,5605.0,840239.0,22754.0,22306.0,31.72,94.0,Bike,77.88,No,48.0,Quarterly,20.78,2800816.0,No,70.0,1.0,0.5,Medium,146.0,5033.184800000001,1116.36038864,280.25,-77.92603724312573,64.08224796724818,-12.523725205035097,73.51903092941107,-2044.5613579760825,-989.3453286082474,32.54798969072164,-17.81672680412371,-22.965708762886592,-1.9362113402061856,279411.53882927867
7945.0,Company_7945,Electronics,46377.0,472938.0,26772.0,19952.0,58.47,91.0,Bike,59.42,No,76.0,Annually,33.47,2960745.0,Yes,69.0,3.0,0.39,Low,91.0,10864.0776,2409.65241168,2318.85,82.64481191356964,-7.64445569756412,2.9232147671090982,55.20719560224199,-751.2693349360825,1049.2546713917525,14.087989690721649,8.93327319587629,-10.275708762886595,0.06378865979381443,439340.53882927867
7950.0,Company_7950,Electronics,13039.0,918906.0,34848.0,5515.0,68.67,92.0,Bike,47.1,Yes,44.0,Bi-annually,34.31,3302523.0,Yes,81.0,1.0,0.53,Medium,184.0,18434.592,4088.7925056000004,651.95,-48.64899190242934,79.44437493450334,33.970872112812565,-57.09865257887107,927.8707589839178,-617.6453286082474,1.7679896907216488,19.133273195876292,-9.435708762886591,-1.9362113402061856,781118.5388292787
7952.0,Company_7952,Electronics,32427.0,743804.0,43048.0,14879.0,66.15,60.0,Walking,68.86,No,75.0,Annually,12.98,3607192.0,Yes,67.0,2.0,0.28,Low,89.0,13405.1472,2973.26164896,1621.35,27.706046443739847,45.25037800796091,65.49523940290275,15.744179198363998,-187.6600976560826,351.7546713917525,23.527989690721647,16.613273195876296,-30.765708762886593,-0.9362113402061856,1085787.5388292787
7956.0,Company_7956,Electronics,6909.0,705118.0,31692.0,8621.0,58.86,86.0,Bike,47.49,No,47.0,Bi-annually,23.0,3315082.0,Yes,99.0,4.0,0.3,Low,211.0,16641.4692,3691.07786856,345.45,-72.7905426070929,37.69575861412063,21.837835141163215,-32.93698710470488,530.1561219439172,-924.1453286082474,2.1579896907216494,9.32327319587629,-20.745708762886593,1.0637886597938144,793677.5388292787
7968.0,Company_7968,Electronics,28531.0,379432.0,12027.0,5974.0,41.88,60.0,Car,27.95,Yes,32.0,Annually,77.03,1458696.0,Yes,87.0,4.0,0.53,Medium,272.0,8665.4535,1921.9975863,1426.55,12.36257473976444,-25.904349225983424,-53.76297982952259,-53.52807806095662,-1238.9241603160826,156.95467139175253,-17.382010309278353,-7.656726804123707,33.28429123711341,1.0637886597938144,-1062708.4611707213
7971.0,Company_7971,Electronics,4842.0,617861.0,44269.0,3614.0,44.54,40.0,Walking,37.44,Yes,61.0,Annually,42.89,1857270.0,No,69.0,3.0,0.77,High,112.99999999999999,27694.686400000002,6142.681443520001,242.1,-80.93093172724618,20.65617260242851,70.18929458109788,-71.88658756483046,2981.7596969039187,-1027.4953286082475,-7.892010309278355,-4.9967268041237105,-0.8557087628865929,0.06378865979381443,-664134.4611707213
7995.0,Company_7995,Electronics,49377.0,486025.0,21066.0,17527.0,72.51,68.0,Public Transport,60.96,No,80.0,Annually,56.08,180382.0,Yes,61.0,2.0,0.34,Low,76.0,8224.1664,1824.12010752,2468.85,94.45960018665131,-5.088820480504002,-19.01313154475122,36.34304918406652,-1336.8016390960827,1199.2546713917525,15.627989690721648,22.973273195876295,12.334291237113405,-0.9362113402061856,-2341022.4611707213
7999.0,Company_7999,Electronics,5285.0,918943.0,48838.0,22997.0,75.78,69.0,Car,34.37,Yes,82.0,Quarterly,58.73,2759550.0,No,60.0,2.0,0.42,Medium,73.0,32052.379399999998,7109.217750919999,264.25,-79.18628132558779,79.45160031106262,87.75451825773473,78.89434027990973,3948.2960043039166,-1005.3453286082474,-10.962010309278355,26.24327319587629,14.984291237113403,-0.9362113402061856,238145.53882927867
8003.0,Company_8003,Electronics,4653.0,232443.0,8796.0,22804.0,68.56,83.0,Walking,52.28,No,71.0,Bi-annually,20.37,3986436.0,Yes,91.0,3.0,0.22,Low,128.0,4197.4511999999995,930.9946761599999,232.65,-81.67526338845032,-54.60842693061013,-66.1843494288252,77.39298759590648,-2229.9270704560827,-1036.9453286082473,6.9479896907216485,19.023273195876293,-23.375708762886592,0.06378865979381443,1465031.5388292787
8011.0,Company_8011,Electronics,22609.0,907428.0,41444.0,15362.0,49.06,81.0,Public Transport,26.11,No,40.0,Bi-annually,67.55,3355717.0,Yes,95.0,1.0,0.67,High,238.0,30622.9716,6792.17510088,1130.45,-10.95981731129879,77.2029459575479,59.328765606158285,19.501450423097502,3631.2533542639176,-139.14532860824738,-19.222010309278353,-0.4767268041237074,23.804291237113404,-1.9362113402061856,834312.5388292787
8020.0,Company_8020,Electronics,5560.0,913731.0,20524.0,11170.0,20.65,93.0,Car,79.29,Yes,47.0,Quarterly,16.53,977615.0,Yes,53.0,3.0,0.04,Low,112.99999999999999,4250.5203999999985,942.7654247199997,278.0,-78.10325906722197,78.43379861844267,-21.096815333925477,-13.108241034630966,-2218.1563218960828,-991.5953286082474,33.957989690721654,-28.88672680412371,-27.215708762886592,0.06378865979381443,-1543789.4611707213
8030.0,Company_8030,Electronics,8148.0,190802.0,31933.0,7361.0,69.22,74.0,Bike,79.81,No,42.0,Bi-annually,53.28,4136250.0,Yes,51.0,3.0,0.08,Low,121.0,6447.272699999999,1430.0050848599997,407.4,-67.91103505031016,-62.74010004695463,22.764343984689035,-42.738564212705334,-1730.916661756083,-862.1953286082475,34.47798969072165,19.68327319587629,9.534291237113408,0.06378865979381443,1614845.5388292787
8044.0,Company_8044,Electronics,43312.0,41517.0,4183.0,14002.0,56.2,85.0,Car,48.71,No,49.0,Quarterly,69.68,1975291.0,No,57.0,2.0,0.87,High,115.99999999999999,2145.4607,475.86318326,2165.6,70.57403656123786,-91.89254165915145,-83.91872824701862,8.921970370017656,-2685.0585633560827,896.0046713917525,3.3779896907216482,6.663273195876293,25.934291237113413,-0.9362113402061856,-546113.4611707213
8046.0,Company_8046,Electronics,44146.0,387789.0,48954.0,7745.0,23.12,62.0,Car,18.32,No,44.0,Bi-annually,62.36,2787028.0,Yes,53.0,1.0,0.41,Medium,120.0,39985.6272,8868.81211296,2207.3,73.85854770115456,-24.272390525825145,88.20047272183844,-39.751416903600436,5707.890366343918,937.7046713917528,-27.012010309278352,-26.41672680412371,18.614291237113406,-1.9362113402061856,265623.53882927867
8050.0,Company_8050,Electronics,47293.0,309140.0,49914.0,5686.0,74.41,54.0,Public Transport,54.29,No,36.0,Bi-annually,43.84,1726592.0,No,62.0,2.0,0.71,High,172.0,22815.6894,5060.51990892,2364.65,86.25226059961724,-39.63100244502445,91.89113035580021,-55.76843854278529,1899.598162303917,1095.0546713917527,8.957989690721647,24.873273195876287,0.09429123711340992,-0.9362113402061856,-794812.4611707213
8057.0,Company_8057,Electronics,43080.0,624893.0,40581.0,1128.0,49.84,84.0,Car,10.97,Yes,63.0,Annually,14.9,4812306.0,Yes,75.0,4.0,0.09,Low,119.0,36129.2643,8013.470821740001,2154.0,69.66035960145288,22.02938470958575,56.011018170628056,-91.22525477950435,4852.549075123919,884.4046713917526,-34.362010309278354,0.30327319587629376,-28.845708762886595,1.0637886597938144,2290901.5388292787
8059.0,Company_8059,Electronics,18942.0,977299.0,16373.0,22941.0,73.82,41.0,Public Transport,25.89,No,95.0,Annually,66.35,1440316.0,No,91.0,4.0,0.99,High,96.0,12134.0303,2691.3279205400004,947.1,-25.40142684376229,90.84738610817122,-37.05506516577479,78.45871463066526,-469.5938260760822,-322.4953286082474,-19.442010309278352,24.283273195876284,22.6042912371134,1.0637886597938144,-1081088.4611707213
8061.0,Company_8061,Electronics,40272.0,847552.0,30531.0,20192.0,52.18,68.0,Walking,75.45,No,59.0,Annually,53.29,2482528.0,Yes,69.0,2.0,0.34,Low,117.0,7495.360499999999,1662.4709588999997,2013.6,58.60171777784843,65.5103338801664,17.374446065090687,57.07416267043255,-1498.450787716083,744.0046713917525,30.11798969072165,2.64327319587629,9.544291237113406,-0.9362113402061856,-38876.46117072133
8068.0,Company_8068,Electronics,33644.0,684037.0,14036.0,23284.0,43.64,61.0,Car,35.9,No,61.0,Annually,40.31,3071075.0,Yes,89.0,4.0,0.44,Medium,146.0,8997.076,1995.5514567999999,1682.2,32.49891221985331,33.57905149936214,-46.039509843450496,81.1269217322876,-1165.3702898160827,412.6046713917526,-9.432010309278354,-5.896726804123709,-3.435708762886591,1.0637886597938144,549670.5388292787
8079.0,Company_8079,Electronics,33695.0,164167.0,20903.0,20366.0,52.49,73.0,Car,73.27,Yes,99.0,Quarterly,77.36,1797984.0,No,87.0,3.0,0.2,Low,88.0,5587.371900000001,1239.2790874200002,1684.75,32.699763620495695,-67.94139476739448,-19.63977445551765,58.427713794870705,-1921.6426591960824,415.1546713917526,27.937989690721643,2.9532731958762923,33.614291237113406,0.06378865979381443,-723420.4611707213
8086.0,Company_8086,Electronics,15795.0,405561.0,35240.0,9302.0,33.37,71.0,Public Transport,19.34,Yes,98.0,Bi-annually,35.34,2985736.0,Yes,96.0,4.0,0.27,Low,98.0,28424.584,6304.572731199999,789.75,-37.79513974222497,-20.80186641200285,35.47789064668029,-27.639468048714168,3143.6509845839164,-479.8453286082474,-25.992010309278353,-16.166726804123712,-8.40570876288659,1.0637886597938144,464331.53882927867
8087.0,Company_8087,Electronics,29929.0,410426.0,15223.0,1131.0,38.3,86.0,Car,45.05,No,58.0,Bi-annually,22.14,2039094.0,Yes,76.0,1.0,0.81,High,131.0,8365.0385,1855.3655393000001,1496.45,17.8682660750205,-19.851827034682035,-41.476165456458176,-91.20191769115198,-1305.5562073160825,226.85467139175262,-0.28201030927835546,-11.236726804123712,-21.605708762886593,-1.9362113402061856,-482310.46117072133
8089.0,Company_8089,Electronics,16608.0,104240.0,33938.0,11944.0,54.88,95.0,Bike,62.43,Yes,79.0,Quarterly,45.85,2365387.0,No,73.0,3.0,0.01,Low,92.0,12750.506599999999,2828.06236388,830.4,-34.59333212021984,-79.64396614760092,30.472436230619625,-7.087272239716406,-332.8593827360828,-439.19532860824745,17.097989690721647,5.343273195876293,2.104291237113408,0.06378865979381443,-156017.46117072133
8095.0,Company_8095,Electronics,36932.0,64802.0,45458.0,17275.0,26.93,86.0,Public Transport,65.88,Yes,34.0,Annually,41.87,1573952.0,No,58.0,4.0,0.42,Medium,171.0,15510.269600000001,3440.1777972800005,1846.6,45.447920167150826,-87.34543643799726,74.76032783816096,34.38273376246643,279.2560506639179,577.0046713917525,20.547989690721643,-22.60672680412371,-1.875708762886596,1.0637886597938144,-947452.4611707213
8097.0,Company_8097,Electronics,46912.0,407876.0,13476.0,6668.0,60.19,91.0,Car,76.27,Yes,31.0,Annually,65.79,2933110.0,No,53.0,2.0,0.0,Low,171.0,3197.8548000000005,709.28419464,2345.6,84.75178248893587,-20.349792175929327,-48.19239346326153,-48.12943162210558,-2451.6375519760827,1076.0046713917525,30.937989690721643,10.653273195876288,22.044291237113413,-0.9362113402061856,411705.53882927867
8100.0,Company_8100,Electronics,22567.0,881313.0,44291.0,16158.0,51.05,91.0,Walking,79.35,Yes,75.0,Quarterly,29.9,1922028.0,Yes,83.0,3.0,0.39,Low,111.00000000000001,9146.091500000002,2028.6030947000004,1128.35,-11.125224347121934,72.10319706983299,70.27387215187618,25.693557865929527,-1132.3186519160822,-141.24532860824752,34.01798969072164,1.5132731958762875,-13.845708762886595,0.06378865979381443,-599376.4611707213
8111.0,Company_8111,Electronics,15307.0,728913.0,47933.0,19779.0,28.68,97.0,Public Transport,46.65,No,30.0,Bi-annually,30.1,3706846.0,Yes,78.0,1.0,0.47,Medium,260.0,25572.255500000003,5671.9262699,765.35,-39.717011967979595,42.342456863524276,84.27530455071867,53.86142350725463,2511.0045232839175,-504.2453286082474,1.317989690721646,-20.85672680412371,-13.645708762886592,-1.9362113402061856,1185441.5388292787
8112.0,Company_8112,Electronics,15945.0,320830.0,21127.0,23611.0,72.26,71.0,Walking,37.12,Yes,47.0,Bi-annually,67.92,3192572.0,Yes,74.0,5.0,0.74,High,157.0,13284.6576,2946.5370556800003,797.25,-37.204400328570884,-37.348174013188824,-18.778621007593234,83.67066436269724,-214.38469093608228,-472.3453286082474,-8.212010309278355,22.723273195876295,24.174291237113408,2.0637886597938144,671167.5388292787
8120.0,Company_8120,Electronics,1510.0,351658.0,9430.0,13379.0,65.85,50.0,Public Transport,22.32,No,79.0,Annually,37.04,1704866.0,Yes,53.0,1.0,0.1,Low,67.0,7325.224,1624.7346832,75.5,-94.05322323588223,-31.328068376180397,-63.746977616396286,4.07563502217299,-1536.1870634160825,-1194.0953286082474,-23.012010309278352,16.313273195876285,-6.705708762886594,-1.9362113402061856,-816538.4611707213
8125.0,Company_8125,Electronics,7635.0,96778.0,14144.0,513.0,20.49,75.0,Walking,39.11,Yes,61.0,Quarterly,58.64,2355526.0,No,54.0,0.0,0.97,High,89.0,8612.2816,1910.20405888,381.75,-69.93136384500713,-81.10114884720377,-45.624310859629794,-96.00935789174268,-1250.7176877360826,-887.8453286082474,-6.222010309278353,-29.04672680412371,14.894291237113407,-2.9362113402061856,-165878.46117072133
8133.0,Company_8133,Electronics,44683.0,677137.0,3630.0,3327.0,63.77,99.0,Public Transport,44.39,Yes,75.0,Bi-annually,41.35,4953280.0,No,52.0,2.0,0.28,Low,69.0,2018.6429999999998,447.73501739999995,2234.15,75.97339480203618,32.23161641128123,-86.04470082158203,-74.11916901720834,-2713.1867292160828,964.5546713917527,-0.942010309278352,14.233273195876293,-2.395708762886592,-0.9362113402061856,2431875.5388292787
